horse_name,jockey,trainer,actual_weight,declared_horse_weight,draw,finish_time,win_odds,running_position_1,running_position_2,running_position_3,finishing_position
DEHERE'S THE LOVE,J Moreira,J Size,133,1136,2,1.08.64,2.2,4,3,1,1
FUNNY FORTUNE,J Moreira,L Ho,118,1111,8,1.41.14,3.5,2,2,1,1
KYNAM,J Moreira,J Moore,131,1169,1,1.12.14,3.8,4,5,8,8
GENERAL IRON,J Moreira,C S Shum,129,1141,5,0.58.06,3.6,5,4,5,5
ENDORSING,J Moreira,T P Yung,116,1125,6,1.42.98,7,9,10,9,5
ADDOLE,J Moreira,W Y So,132,1161,10,1.43.73,6.7,3,4,4,10
LUCKY YEAR,J Moreira,C S Shum,127,1128,10,1.11.03,3.4,5,3,1,1
CALL ME ACHIEVER,J Moreira,Y S Tsui,133,1226,2,0.58.45,7.4,6,7,4,4
SPARKLING SWORD,J Moreira,K W Lui,116,1164,6,1.41.15,4.2,3,3,3,2
SAVVY NATURE,J Moreira,J Moore,126,1248,2,1.50.64,6,6,6,5,9
RUN FORREST,J Moreira,C S Shum,115,1135,10,1.22.54,3.9,14,10,10,3
AMAZING KIDS,J Moreira,J Size,131,1132,12,1.09.61,2.8,11,10,2,2
SERGEANT TITANIUM,J Moreira,J Size,130,1136,7,1.48.48,2.3,6,6,5,3
TEAM FORTUNE,J Moreira,W Y So,122,1172,10,1.10.26,3,6,8,6,6
HELENE HAPPY STAR,J Moreira,J Moore,126,1126,5,2.29.33,7.2,2,3,4,5
PENIAPHOBIA,J Moreira,A S Cruz,126,1150,14,1.08.74,4.4,1,1,1,1
ISHVARA,J Moreira,T P Yung,117,1067,11,1.35.64,8.7,8,7,6,6
ABLE FRIEND,J Moreira,J Moore,126,1277,10,1.34.07,1.7,9,9,9,3
DESIGNS ON ROME,J Moreira,J Moore,126,1070,6,2.01.18,3.4,13,13,13,4
SUN JEWELLERY,J Moreira,J Size,124,1129,9,1.22.25,2,1,3,4,1
OXFORD CHARLEY,J Moreira,S Woods,133,1106,8,1.51.73,3,8,8,11,4
LUCKY PROFIT,J Moreira,C S Shum,129,1098,3,1.10.97,2,6,6,1,1
RED MARVEL,J Moreira,J Size,124,1054,6,1.10.87,11,3,3,5,5
TOWERING STORM,J Moreira,P O'Sullivan,128,1092,7,2.19.27,3.6,8,8,8,1
AMAZING FEELING,J Moreira,R Gibson,127,1133,12,1.10.77,3.4,9,9,2,2
SMART UNION,J Moreira,K W Lui,122,1102,11,1.42.40,3.2,11,10,9,4
STRONG FOUNDATION,J Moreira,K W Lui,133,1068,7,1.41.02,2.4,7,8,9,1
TEN FLAMES,J Moreira,L Ho,117,1118,1,1.10.41,2.2,7,6,1,1
BRILLIANT MONKEYS,J Moreira,C W Chang,130,1123,4,1.23.00,1.9,10,8,6,1
HIGH AND MIGHTY,J Moreira,W Y So,119,1169,13,1.40.54,3.2,2,2,3,8
HAPPY COOPERATION,J Moreira,T P Yung,130,1162,9,1.11.41,2.3,1,2,10,10
BAMBOO DANCE,J Moreira,D J Hall,132,1153,11,1.35.01,3.3,12,11,8,1
HARD BALL GET,J Moreira,D J Hall,133,1032,3,1.22.37,2.4,5,4,3,1
RAGING BULL,J Moreira,J Size,123,1135,13,1.23.13,10,2,2,1,6
HIT THE BID,J Moreira,A T Millard,121,1174,1,1.08.51,2.2,5,1,1,1
HEROIC GURU,J Moreira,D J Hall,120,1063,9,1.22.09,3.1,13,10,5,1
TOO FAST,J Moreira,J Moore,131,1159,5,1.36.49,3,7,9,9,11
MEDIC SWORDSMAN,J Moreira,A T Millard,133,1148,6,1.41.27,2.3,5,5,5,4
GO-GETTER,J Moreira,J Size,127,1111,9,1.41.36,2.4,8,8,8,7
RACING MATE,J Moreira,W Y So,118,1008,9,1.10.26,1.8,7,7,1,1
VARA PEARL,J Moreira,A T Millard,123,1039,12,1.40.99,5.1,11,11,12,1
SHARP HUNTER,J Moreira,D E Ferraris,130,1111,4,1.11.07,4.6,7,6,2,2
MISSION POSSIBLE,J Moreira,C S Shum,124,967,3,1.10.51,3.3,8,7,3,3
SUPEROI,J Moreira,D Cruz,130,1061,5,1.42.69,2.1,6,6,7,3
DIVINE BOY,J Moreira,Y S Tsui,121,1083,1,1.09.66,1.6,10,9,1,1
O'SOCOOLE,J Moreira,D J Hall,127,1040,7,1.10.99,2.4,8,7,1,1
SERGEANT TITANIUM,J Moreira,J Size,119,1122,5,2.03.48,6.7,4,7,6,1
THEWIZARDOFOZ,J Moreira,J Size,128,1174,10,1.21.58,2.6,4,4,3,1
FOREST COLOURS,J Moreira,K W Lui,115,1105,9,1.36.32,3.4,7,7,7,2
HIGH WARRIOR,J Moreira,J Size,132,1111,8,1.50.20,5,3,3,2,13
PENANG HALL,J Moreira,D J Hall,121,1231,2,1.09.97,4.3,7,6,3,3
GLENEALY PRIZE,J Moreira,P O'Sullivan,126,1254,1,1.09.83,1.5,5,4,1,1
RIGHT CALL,J Moreira,J Size,125,1141,12,1.23.16,5.2,1,1,1,1
MIDNIGHT RATTLER,J Moreira,J Moore,129,1140,6,1.22.18,1.8,5,5,5,2
PEOPLE'S KNIGHT,J Moreira,J Moore,125,1154,7,1.22.48,2.6,10,8,7,1
GOOD LUCK BOY,J Moreira,D J Hall,130,1172,7,0.57.48,3.3,13,10,7,7
HOLY STAR,J Moreira,D J Hall,116,1018,7,1.23.60,2.2,5,8,7,5
EASTERN EXPRESS,J Moreira,J Size,124,1128,8,1.34.81,3.1,6,8,9,3
SO FAST,J Moreira,J Size,133,1092,4,1.22.53,2.3,9,7,10,4
FOREST COLOURS,J Moreira,K W Lui,118,1109,14,1.49.03,1.8,6,2,2,1
TOP BONUS,J Moreira,J Size,128,1197,7,0.57.56,6.2,1,1,2,2
LETSGOFREE,J Moreira,K W Lui,129,988,2,1.23.11,3.5,6,5,5,8
LEADING HORSE,J Moreira,L Ho,131,1088,13,1.35.17,2,2,2,1,1
WHO ELSE BUT YOU,J Moreira,P O'Sullivan,133,1095,9,1.10.59,1.5,1,1,5,5
TEAM FORTUNE,J Moreira,W Y So,121,1160,1,1.10.21,1.8,4,5,7,7
BUNDLE OF JOY,J Moreira,D J Hall,126,1183,1,0.57.24,3.9,9,9,9,9
CONTENTMENT,J Moreira,J Size,132,1157,6,1.21.46,2.1,5,5,3,3
TOP BONUS,J Moreira,J Size,128,1207,5,0.57.25,2.7,1,2,5,5
MIDNIGHT RATTLER,J Moreira,J Moore,131,1140,6,1.22.37,2.8,3,3,3,2
MIGHTY GAINS,J Moreira,K L Man,132,1113,2,1.10.62,3.3,2,1,4,4
G-ONE BO BO,J Moreira,J Size,119,1076,1,1.10.39,2.6,3,4,1,1
HOUSE OF LUCK,J Moreira,K W Lui,124,1104,4,1.36.39,2.7,6,6,5,1
BAMBOO DANCE,J Moreira,D J Hall,119,1164,12,1.48.75,6.1,13,13,14,6
RIGHT CALL,J Moreira,J Size,130,1142,1,1.22.58,2.8,3,3,3,2
HIT THE BID,J Moreira,A T Millard,132,1177,4,1.09.58,2.5,5,3,3,3
LUCKY EVER,J Moreira,C S Shum,118,1166,2,1.09.43,1.8,6,5,1,1
DEHERE'S THE LOVE,J Moreira,J Size,123,1142,9,1.08.54,3.9,8,7,3,3
MISSION POSSIBLE,J Moreira,C S Shum,127,958,1,1.10.37,1.7,3,3,1,1
DIAMOND FRIENDS,J Moreira,J Size,121,1042,6,1.41.74,5.9,6,5,3,3
TOWERING STORM,J Moreira,P O'Sullivan,131,1083,8,2.18.78,6,9,8,9,2
FORMULA GALORE,J Moreira,C Fownes,124,1097,4,1.11.85,3.5,5,5,5,5
DA VINCI,J Moreira,C Fownes,119,1290,8,0.58.26,4.5,2,2,3,3
RED DANCER,J Moreira,J Size,129,1104,10,1.42.06,3.9,10,9,6,8
DIVINE BOY,J Moreira,Y S Tsui,130,1078,10,1.11.09,2.1,7,6,7,7
TWIN DELIGHT,J Moreira,C Fownes,123,1102,5,1.39.86,3.7,2,2,2,1
LUCKY BOLE,J Moreira,K W Lui,125,1131,14,1.53.72,5,8,11,11,5
THEWIZARDOFOZ,J Moreira,J Size,126,1181,9,1.35.71,2.4,7,8,7,5
PEOPLE'S KNIGHT,J Moreira,J Moore,127,1170,6,1.37.83,2.6,12,13,13,13
MOLLY'S JADE STAR,J Moreira,P F Yiu,122,1167,10,1.10.65,1.8,5,4,2,2
BE THERE AHEAD,J Moreira,L Ho,125,1054,5,1.24.40,2,6,6,8,2
SURE PEACE,J Moreira,J Moore,132,1138,1,1.50.71,2.3,13,11,11,3
SUGAR CITY,J Moreira,R Gibson,130,1092,4,1.24.50,3.1,6,6,4,9
ANTICIPATION,J Moreira,A S Cruz,121,1146,10,1.49.07,2.8,8,9,9,3
BLAZE STAMINA,J Moreira,A S Cruz,119,1049,4,1.10.69,9.3,2,2,4,4
WHITE MAGIC,J Moreira,J Moore,115,1086,1,1.23.35,4.6,7,7,7,5
BERLINI,J Moreira,D J Hall,115,1033,9,1.23.72,3.3,6,7,6,6
GIDDY GIDDY,J Moreira,J Size,131,1141,2,1.01.48,6.3,2,7,13,13
GLENEALY PRIZE,J Moreira,P O'Sullivan,119,1264,10,1.09.66,3.3,9,8,3,3
AMAZING FEELING,J Moreira,R Gibson,116,1137,3,1.24.18,1.9,4,5,5,13
FORTUNE GIGGLES,J Moreira,Y S Tsui,133,1242,6,1.36.60,2.4,2,5,5,1
WHO ELSE BUT YOU,J Moreira,P O'Sullivan,132,1100,8,1.10.84,3.5,2,3,1,1
COUNTRY MELODY,J Moreira,J Size,127,1091,7,0.57.32,4.1,4,4,2,2
AZTEC EMPIRE,J Moreira,W Y So,116,1134,2,1.36.40,2.3,5,5,5,1
MAGICAL BEAUTY,J Moreira,A S Cruz,129,1121,6,1.22.88,4.6,5,5,5,3
PENIAPHOBIA,J Moreira,A S Cruz,126,1153,3,1.08.64,2.6,3,2,3,3
ASHKIYR,J Moreira,J Moore,120,1099,11,2.03.46,14,11,13,13,4
CONTENTMENT,J Moreira,J Size,126,1149,2,1.34.21,2.6,4,3,3,3
A FAST ONE,J Moreira,D E Ferraris,133,1096,8,1.10.50,2.4,1,1,2,2
HARD BALL GET,J Moreira,D J Hall,120,1045,7,1.22.74,5,11,11,10,8
ASHKIYR,J Moreira,J Moore,116,1092,10,1.48.24,5.7,12,13,13,1
LIGHTNING AND GOLD,J Moreira,C H Yip,133,1079,2,1.36.53,2.6,5,4,3,1
METALLIC STAR,J Moreira,C H Yip,133,1018,10,1.22.77,3,3,2,2,3
G-ONE BO BO,J Moreira,J Size,126,1094,2,1.10.11,1.6,6,7,1,1
CLEVER SPIRIT,J Moreira,C Fownes,131,1148,8,1.23.12,19,4,6,6,4
DA VINCI,J Moreira,C Fownes,120,1295,3,1.09.96,4.1,2,3,2,2
HAPPY AND HEALTHY,J Moreira,D J Hall,130,1083,9,1.36.22,4.2,5,6,4,2
THEWIZARDOFOZ,J Moreira,J Size,124,1174,3,1.21.20,1.5,5,5,5,1
PAKISTAN BABY,J Moreira,A S Cruz,120,1031,12,1.10.60,5.6,10,10,7,7
CRIMSON HEART,J Moreira,A T Millard,132,1093,11,1.40.04,3.3,5,5,5,4
SICHUAN DAR,J Moreira,C Fownes,119,1004,1,1.34.94,2.6,5,6,7,6
MOLLY'S JADE STAR,J Moreira,P F Yiu,124,1168,12,1.09.70,2.7,11,11,2,2
DIEGO KOSTA,J Moreira,J Size,115,1140,8,1.09.69,3.8,2,2,1,1
RAPID TRIUMPH,J Moreira,T P Yung,121,1069,3,1.48.79,7,7,7,7,3
PEACE COMBINATION,J Moreira,C Fownes,125,1060,13,0.57.24,3.9,5,5,3,3
SURE PEACE,J Moreira,J Moore,133,1150,8,1.39.74,4.3,12,13,13,4
SECRET COMMAND,J Moreira,A T Millard,115,1087,5,1.09.50,5.5,7,7,3,3
APPROVE,J Moreira,A S Cruz,130,1152,7,1.40.39,13,2,3,5,11
MIDNIGHT RATTLER,J Moreira,J Moore,133,1133,7,1.22.56,2.9,4,4,5,1
DOUBLE MASTER,J Moreira,T K Ng,128,1079,9,0.58.48,4.1,2,2,2,2
ONE OF A KIND,J Moreira,C H Yip,133,1092,7,1.51.18,2.7,3,4,4,2
MASTER STEED,J Moreira,C Fownes,130,1133,7,1.11.33,6.6,8,8,6,6
LUCKY PROFIT,J Moreira,C S Shum,117,1100,2,1.10.50,2,5,4,1,1
NOBLE DELUXE,J Moreira,C W Chang,121,1049,1,1.42.91,9.8,9,9,11,11
COUR VALANT,J Moreira,C H Yip,121,1051,11,1.11.46,10,8,8,8,8
MR RIGHT,J Moreira,L Ho,115,1191,10,0.57.37,2.4,1,2,1,1
RICHCITY FORTUNE,J Moreira,J Moore,124,1123,2,1.10.59,3.4,3,4,3,3
LEADING HORSE,J Moreira,L Ho,119,1088,10,1.35.40,3.7,1,2,2,6
BE THERE AHEAD,J Moreira,L Ho,118,1062,13,1.23.75,3.5,9,11,11,1
FUNNY BUDDIES,J Moreira,D J Hall,131,1001,11,1.24.71,6.7,13,12,12,6
RAGING BULL,J Moreira,J Size,130,1147,1,1.24.45,4,12,11,9,9
CLOUD NINE,J Moreira,A T Millard,122,1077,2,2.04.55,32,1,1,1,10
HAMMER KING,J Moreira,P F Yiu,127,1184,14,1.10.90,4.4,5,5,1,1
GIOVANNI CANALETTO,J Moreira,A S Cruz,126,1115,9,1.48.16,11,11,12,12,5
LUCKY EVER,J Moreira,C S Shum,130,1172,10,1.10.37,6.4,2,2,6,6
RAPPER DRAGON,J Moreira,J Moore,124,1164,14,1.22.42,4.5,7,7,6,1
PERPETUAL JOYANCE,J Moreira,J Size,127,1156,5,0.57.74,2.7,7,3,2,2
MASTER VIKING,J Moreira,A T Millard,131,1161,8,1.10.45,2.8,1,1,1,1
NOBLE BUDDIES,J Moreira,J Moore,116,1175,8,1.11.67,13,5,5,4,4
TWIN DELIGHT,J Moreira,C Fownes,118,1116,2,1.40.11,2.5,1,1,1,2
OSCAR MIRACLE,J Moreira,P F Yiu,129,1100,12,1.41.95,7.9,2,2,2,5
EROICO,J Moreira,J Size,116,1167,6,1.10.40,3,7,7,5,5
STRONG FOUNDATION,J Moreira,K W Lui,132,1080,6,1.40.90,2.8,10,9,8,7
BRILLIANT DREAM,J Moreira,D J Hall,133,1136,8,1.10.78,6.9,11,11,6,6
ASHKIYR,J Moreira,J Moore,125,1093,1,1.51.66,6.2,8,6,7,6
I'M THE WON FOR U,J Moreira,Y S Tsui,132,1044,9,1.10.09,6.6,4,6,9,9
G-ONE BO BO,J Moreira,J Size,116,1100,2,1.22.45,3.3,3,4,4,5
TOWERING STORM,J Moreira,P O'Sullivan,129,1100,12,2.03.23,5.4,11,11,11,1
FIVE STARS AGENT,J Moreira,T P Yung,119,1075,13,0.57.76,22,8,6,8,8
HIT THE BID,J Moreira,A T Millard,131,1176,6,1.08.81,3.6,9,9,4,4
RIGHT CALL,J Moreira,J Size,131,1141,10,1.22.71,2.7,1,2,2,2
HELENE HAPPY STAR,J Moreira,J Moore,126,1129,11,2.01.61,17,9,9,9,2
NEWSWIRE FREE,J Moreira,P F Yiu,121,1103,14,1.36.56,2.9,11,10,11,9
SICHUAN DAR,J Moreira,C Fownes,119,995,1,1.35.70,3,8,10,11,6
ONE OF A KIND,J Moreira,C H Yip,133,1103,8,1.51.09,3.4,6,8,9,1
WINASWEWISH,J Moreira,C Fownes,118,1150,9,1.40.66,3.1,9,9,8,3
GO-GETTER,J Moreira,J Size,125,1117,2,1.43.40,4.5,5,7,7,5
WISKY,J Moreira,J Size,128,1152,6,1.11.29,4,7,8,4,4
FANTASTICO,J Moreira,P F Yiu,133,1087,2,0.57.38,2.8,9,6,2,2
DA VINCI,J Moreira,C Fownes,119,1291,7,1.10.83,4.8,3,4,5,5
CHEEKY TOO,J Moreira,J Moore,133,1145,8,1.11.36,7,11,11,5,5
SELKIRK STAR,J Moreira,J Moore,131,1103,11,1.40.67,5.5,10,10,10,5
LITTLE DRAGON,J Moreira,P F Yiu,131,1059,7,1.48.96,5.9,6,7,7,1
BEAUTY PRINCE,J Moreira,J Moore,121,1275,4,1.22.86,3.6,5,3,5,6
SUPER JOCKEY,J Moreira,A T Millard,120,1129,1,0.55.17,7.6,4,3,2,2
MY DARLING,J Moreira,J Size,119,1159,10,1.09.99,1.8,11,8,5,5
WHO ELSE BUT YOU,J Moreira,P O'Sullivan,120,1101,8,1.10.03,2.9,3,3,5,5
MOLLY'S JADE STAR,J Moreira,P F Yiu,126,1167,8,1.22.27,3.3,8,9,7,2
HELENE PARAGON,J Moreira,J Moore,117,1075,7,1.47.59,2.6,8,7,8,1
APOLLO'S CHOICE,J Moreira,D J Hall,120,1050,8,1.22.05,3.1,10,10,8,5
A FAST ONE,J Moreira,D E Ferraris,133,1066,6,1.11.06,2,1,1,3,3
VOLITATION,J Moreira,J Size,125,1170,2,1.10.56,7.4,3,2,3,3
MR KOOL,J Moreira,A S Cruz,120,1067,10,1.11.14,4.3,5,4,4,4
TOM'S CHARM,J Moreira,J Size,132,1050,10,1.42.67,2.7,12,12,12,7
MONSIEUR MOGOK,J Moreira,A T Millard,130,1015,7,1.51.32,4.9,9,10,11,5
MR RIGHT,J Moreira,L Ho,127,1190,7,0.57.88,1.9,3,3,5,5
LUCKY YEAR,J Moreira,C S Shum,119,1135,10,1.10.20,2.7,7,8,3,3
RED MARVEL,J Moreira,J Size,119,1071,3,1.41.49,3.3,3,3,3,7
CHANCELLOR,J Moreira,A S Cruz,133,1164,4,1.49.22,2.7,1,2,3,1
ENORMOUS HONOUR,J Moreira,Y S Tsui,132,1128,13,1.23.06,6.4,5,3,4,2
REWARDING HERO,J Moreira,J Moore,125,1099,2,1.34.52,9.5,4,3,4,1
SOLAR GAGA,J Moreira,D J Hall,126,1133,13,0.57.73,11,3,3,11,11
TIANHUANG,J Moreira,J Moore,133,1120,9,1.40.67,10,8,9,11,12
HAPPY AGILITY,J Moreira,P F Yiu,133,1148,12,1.35.55,3.3,8,8,9,4
HAMMER KING,J Moreira,P F Yiu,131,1202,4,1.10.49,3.2,7,7,1,1
SICHUAN VIGOUR,J Moreira,J Size,116,1092,4,1.37.30,3.3,4,4,3,2
SIMPLY INVINCIBLE,J Moreira,D J Hall,133,1070,5,1.24.33,5.4,11,11,10,10
DOUBLE MASTER,J Moreira,T K Ng,130,1092,6,0.57.99,3.3,1,1,3,3
PERPETUAL JOYANCE,J Moreira,J Size,129,1145,9,0.58.56,2.1,7,8,7,7
ORACLE,J Moreira,D Cruz,128,1085,3,1.42.73,5.3,4,4,5,2
HAPPY SURVEYS,J Moreira,J Size,125,1155,12,1.10.75,6.7,10,11,5,5
MAGICAL BEAUTY,J Moreira,A S Cruz,133,1123,3,1.40.77,3.4,7,5,5,1
BASIC TRILOGY,J Moreira,J Moore,130,1186,8,1.51.72,5.6,2,4,4,1
SAFARI MAGIC,J Moreira,Y S Tsui,133,1129,11,1.23.73,4.1,6,6,6,5
GOLD DRAGON,J Moreira,R Gibson,115,1111,12,1.36.32,4.4,6,7,7,8
WINNING VIBE,J Moreira,C W Chang,124,1169,13,1.10.70,2.3,4,4,5,5
RICCO RICCO,J Moreira,Y S Tsui,120,1073,14,1.11.14,32,13,9,7,7
LIGHTNING AND GOLD,J Moreira,C H Yip,121,1083,9,1.35.43,3.1,11,12,11,3
WINASWEWISH,J Moreira,C Fownes,118,1151,11,2.06.59,5.8,11,11,10,13
RAPPER DRAGON,J Moreira,J Moore,128,1173,12,1.22.87,2.2,6,6,5,2
STRATHMORE,J Moreira,A T Millard,127,1195,3,1.09.29,3.8,7,6,3,3
MIDNIGHT RATTLER,J Moreira,J Moore,127,1130,7,1.10.46,3.3,7,8,8,8
GIOVANNI CANALETTO,J Moreira,A S Cruz,126,1110,7,2.02.24,4.2,11,11,12,3
GO-GETTER,J Moreira,J Size,125,1129,8,1.40.72,4.8,8,8,9,1
SWEET BEAN,J Moreira,C Fownes,124,1011,6,2.19.42,8.1,6,7,7,3
TOP BONUS,J Moreira,J Size,120,1196,7,0.58.08,2.6,3,2,4,4
WISKY,J Moreira,J Size,130,1145,11,1.11.19,8.6,11,11,7,7
KING OF MONGOLIA,J Moreira,C S Shum,126,1120,4,1.42.23,3.4,3,4,3,1
HELENE HAPPY STAR,J Moreira,J Moore,129,1138,5,1.51.99,3.1,6,7,7,10
TANGO FIRE,J Moreira,D J Hall,116,1056,6,1.11.10,9,6,7,3,3
RESPECT,J Moreira,J Moore,133,1144,8,1.09.68,9.1,5,3,3,3
HAMMER KING,J Moreira,P F Yiu,123,1193,3,1.10.00,3.3,5,6,3,3
RAPPER DRAGON,J Moreira,J Moore,127,1175,3,1.34.44,3,8,9,9,1
VOLITATION,J Moreira,J Size,126,1173,6,1.22.44,4.4,5,4,4,1
RIGHT CALL,J Moreira,J Size,133,1111,6,1.21.95,3,2,2,2,1
PERPETUAL JOYANCE,J Moreira,J Size,127,1145,13,0.57.29,6.2,7,6,5,5
RAGING BULL,J Moreira,J Size,129,1139,12,1.22.45,7,1,1,1,1
ASHKIYR,J Moreira,J Moore,122,1097,12,2.02.80,7,12,12,11,5
TRAVEL COMFORTS,J Moreira,A T Millard,130,1139,2,1.09.53,2.7,1,1,6,6
BEAUTY PRINCE,J Moreira,J Moore,120,1286,7,1.35.68,5.3,7,7,7,10
SIMPLY INVINCIBLE,J Moreira,D J Hall,133,1068,12,1.22.27,12,9,13,12,4
ORACLE,J Moreira,D Cruz,128,1092,11,1.41.85,5.1,2,2,2,2
RUGBY DIAMOND,J Moreira,W Y So,132,1041,12,1.11.85,12,11,11,8,8
LUCKY PROFIT,J Moreira,C S Shum,122,1108,4,1.10.68,1.8,5,6,1,1
SMART UNION,J Moreira,K W Lui,120,1108,1,1.50.56,3.8,4,3,3,1
OSCAR MIRACLE,J Moreira,P F Yiu,133,1077,8,1.43.71,5.8,5,5,6,4
LAND GRANT,J Moreira,C S Shum,128,1130,11,1.39.73,4.1,8,8,7,1
HAPPY SURVEYS,J Moreira,J Size,123,1155,8,1.10.03,4,6,7,1,1
FOREVER RED,J Moreira,J Size,125,1120,5,1.10.94,3.1,2,2,7,7
AH BO,J Moreira,A T Millard,127,1131,7,1.22.36,6.7,6,8,6,3
ENORMOUS HONOUR,J Moreira,Y S Tsui,132,1135,3,1.22.54,4.3,4,6,6,3
HOLY STAR,J Moreira,D J Hall,117,1023,6,1.36.31,4.1,6,8,11,3
AMAZING KIDS,J Moreira,J Size,123,1155,3,1.08.66,2.1,4,4,2,2
I'M A WITNESS,J Moreira,A S Cruz,123,1077,1,1.10.15,2.6,3,4,4,4
TEAM FORTUNE,J Moreira,W Y So,122,1144,3,0.56.35,3.1,5,2,8,8
HAPPY AGILITY,J Moreira,P F Yiu,132,1143,5,1.35.79,3.2,6,8,7,6
REWARDING HERO,J Moreira,J Moore,123,1096,3,1.33.43,8.4,4,4,3,2
GIOVANNI CANALETTO,J Moreira,A S Cruz,132,1104,1,2.13.77,2,5,3,7,6
WHO ELSE BUT YOU,J Moreira,P O'Sullivan,121,1084,12,1.09.80,3.9,5,5,6,6
MODERN FORTUNE,J Moreira,J Size,128,1005,3,1.09.34,4.1,8,6,3,3
SMART PLANET,J Moreira,A Lee,119,1052,2,1.51.98,3.4,6,6,6,9
PACKING LLAREGYB,J Moreira,A Schutz,126,1117,1,1.08.49,4.6,4,3,2,2
DIAMOND FRIENDS,J Moreira,J Size,118,1056,10,1.39.75,4.6,12,12,10,3
SEMPITERNAL,J Moreira,W Y So,132,1262,1,1.49.22,3.6,3,3,3,1
SICHUAN VIGOUR,J Moreira,J Size,126,1074,6,1.08.10,2.7,4,3,1,1
HIT THE BID,J Moreira,A T Millard,125,1180,2,1.39.26,5.1,3,4,4,2
DRAGON GENERAL,J Moreira,Y S Tsui,131,1120,9,1.09.39,6.8,1,4,5,5
ARM RUNDA,J Moreira,J Size,129,1174,3,0.57.61,3.5,1,1,3,3
RAGING BULL,J Moreira,J Size,119,1129,14,1.23.21,7.3,1,2,2,6
CHEEKY TOO,J Moreira,J Moore,120,1142,12,1.22.43,3.1,6,6,6,1
GLORY SUNSHINE,J Moreira,W Y So,133,1131,11,1.24.39,2.6,3,3,4,8
NOBLE BUDDIES,J Moreira,J Moore,133,1177,12,1.12.89,5.1,7,10,11,11
MR PICASSO,J Moreira,D J Hall,126,1087,10,1.11.22,1.7,6,6,9,9
TEAM SWEET,J Moreira,J Moore,131,1084,12,1.35.79,3.1,13,13,12,2
SMILING GLORY,J Moreira,K L Man,125,1165,10,0.57.13,2.5,3,3,3,3
HAMMER KING,J Moreira,P F Yiu,130,1192,1,1.10.32,3.5,5,4,1,1
LUCKY GIRL,J Moreira,C H Yip,131,1164,2,1.48.30,1.6,4,9,5,2
RUBY COAST,J Moreira,K L Man,119,1051,6,1.35.34,4.8,11,11,10,1
DOUBLE MASTER,J Moreira,T K Ng,130,1091,2,0.58.14,2.8,2,1,7,7
WISKY,J Moreira,J Size,128,1141,2,1.10.36,5.2,2,3,4,4
RICHCITY FORTUNE,J Moreira,J Moore,127,1120,3,1.11.41,2.4,4,4,6,6
ORACLE,J Moreira,D Cruz,131,1080,10,1.42.42,4.7,5,7,7,4
TOM'S CHARM,J Moreira,J Size,127,1031,9,1.41.59,5.1,11,10,9,1
COUR VALANT,J Moreira,C H Yip,116,1052,2,1.10.62,4.1,7,6,4,4
TOP BONUS,J Moreira,J Size,120,1183,10,0.58.47,4,4,8,9,9
PIKACHU,J Moreira,D E Ferraris,116,1115,1,1.40.66,3.3,5,5,5,2
FORMULA WON,J Moreira,C Fownes,126,1025,5,1.40.83,5,12,12,12,2
SAFARI MAGIC,J Moreira,Y S Tsui,133,1122,4,1.40.13,4.6,5,5,5,4
SECRET COMMAND,J Moreira,A T Millard,124,1097,8,1.09.18,4.9,8,8,4,4
RAPPER DRAGON,J Moreira,J Moore,118,1165,6,1.20.52,2.5,6,6,6,1
WINNING VIBE,J Moreira,C W Chang,126,1159,9,0.55.80,2.6,6,6,2,2
RESPECT,J Moreira,J Moore,117,1140,6,1.10.12,3.5,1,1,1,1
WAH MAY FRIEND,J Moreira,A S Cruz,132,1064,10,1.11.03,2.9,5,7,11,11
LOTUS STRIKES BACK,J Moreira,J Moore,132,1030,3,1.48.07,2.8,6,5,5,2
MR STUNNING,J Moreira,J Size,130,1100,11,1.08.88,1.9,6,4,1,1
RIGHT CALL,J Moreira,J Size,121,1109,5,1.23.36,2.7,1,3,3,10
GOLD TARTINI,J Moreira,D J Hall,116,985,5,1.51.45,3.6,11,8,9,4
GRIFFINDOR,J Moreira,J Moore,129,1138,9,1.42.33,7.9,9,8,8,9
WAYFOONG VINNIE,J Moreira,J Size,133,1094,2,1.10.67,8.4,5,5,4,4
NEWSWIRE FREE,J Moreira,P F Yiu,122,1099,7,1.41.50,3.5,3,4,3,2
ALLCASH,J Moreira,A T Millard,115,1163,5,2.17.31,2.1,3,4,4,2
BIG BANG BONG,J Moreira,J Size,130,1052,2,0.57.92,2.8,9,8,10,10
HAPPY SURVEYS,J Moreira,J Size,129,1171,4,1.40.50,5,6,6,5,4
MY DARLING,J Moreira,J Size,118,1126,11,1.10.01,4.7,5,4,1,1
AMAZING ALWAYS,J Moreira,D E Ferraris,133,1146,4,1.22.83,3.4,7,7,6,1
JOYFUL TRINITY,J Moreira,J Moore,121,1135,4,1.37.59,4.3,9,8,5,3
PERPETUAL JOYANCE,J Moreira,J Size,125,1121,1,1.26.64,3.7,2,2,4,14
REGENCY DARLING,J Moreira,K L Man,129,1224,13,1.11.04,2.8,3,3,5,5
DIEGO KOSTA,J Moreira,J Size,123,1125,8,1.10.73,2.5,3,3,4,4
GIOVANNI CANALETTO,J Moreira,A S Cruz,124,1099,9,2.30.28,2.7,8,9,9,3
